year,state,crime,count
2010,VIC,Involving_the_taking_of_property,31232
2010,VIC,Other_unlawful_entry,13184
2010,VIC,Motor_vehicle_theft,12271
2010,VIC,Other_theft,111633
2011,VIC,Homicide_and_related_offences,96
2011,VIC,Murder,53
2011,VIC,Attempted_murder,34
2011,VIC,Manslaughter,9
2011,VIC,Assault,20048.51563
2011,VIC,Sexual_assault,4021
2011,VIC,Kidnapping_abduction,108
2011,VIC,Robbery,3299
2011,VIC,Armed_robbery,1639
2011,VIC,Unarmed_robbery,1659
2011,VIC,Blackmail_extortion,119
2011,VIC,Unlawful_entry_with_intent,43747
2011,VIC,Involving_the_taking_of_property,30987
2011,VIC,Other_unlawful_entry,12755
2011,VIC,Motor_vehicle_theft,12322
2011,VIC,Other_theft,110384
2012,VIC,Homicide_and_related_offences,89
2012,VIC,Murder,45
2012,VIC,Attempted_murder,32
2012,VIC,Manslaughter,17
2012,VIC,Assault,20048.51563
2012,VIC,Sexual_assault,4149
2012,VIC,Kidnapping_abduction,120
2012,VIC,Robbery,2975
2012,VIC,Armed_robbery,1529
2012,VIC,Unarmed_robbery,1451
2012,VIC,Blackmail_extortion,145
2012,VIC,Unlawful_entry_with_intent,47461
2012,VIC,Involving_the_taking_of_property,33360
2012,VIC,Other_unlawful_entry,14099
2012,VIC,Motor_vehicle_theft,13593
2012,VIC,Other_theft,115008
2013,VIC,Homicide_and_related_offences,82
2013,VIC,Murder,46
2013,VIC,Attempted_murder,30
2013,VIC,Manslaughter,8
2013,VIC,Assault,20048.51563
2013,VIC,Sexual_assault,3920
2013,VIC,Kidnapping_abduction,138
2013,VIC,Robbery,2605
2013,VIC,Armed_robbery,1365
2013,VIC,Unarmed_robbery,1237
2013,VIC,Blackmail_extortion,173
2013,VIC,Unlawful_entry_with_intent,44915
2013,VIC,Involving_the_taking_of_property,31362
2013,VIC,Other_unlawful_entry,13547
2013,VIC,Motor_vehicle_theft,12051
2013,VIC,Other_theft,110568
2014,VIC,Homicide_and_related_offences,106
2014,VIC,Murder,58
2014,VIC,Attempted_murder,36
2014,VIC,Manslaughter,8
2014,VIC,Assault,20048.51563
2014,VIC,Sexual_assault,4166
2014,VIC,Kidnapping_abduction,122
2014,VIC,Robbery,2286
2014,VIC,Armed_robbery,1142
2014,VIC,Unarmed_robbery,1147
2014,VIC,Blackmail_extortion,154
2014,VIC,Unlawful_entry_with_intent,44457
2014,VIC,Involving_the_taking_of_property,30446
2014,VIC,Other_unlawful_entry,14012
2014,VIC,Motor_vehicle_theft,13227
2014,VIC,Other_theft,111274
2015,VIC,Homicide_and_related_offences,98
2015,VIC,Murder,52
2015,VIC,Attempted_murder,37
2015,VIC,Manslaughter,9
2015,VIC,Assault,20048.51563
2015,VIC,Sexual_assault,4719
2015,VIC,Kidnapping_abduction,127
2015,VIC,Robbery,2442
2015,VIC,Armed_robbery,1571
2015,VIC,Unarmed_robbery,873
2015,VIC,Blackmail_extortion,153
2015,VIC,Unlawful_entry_with_intent,47853
2015,VIC,Involving_the_taking_of_property,32823
2015,VIC,Other_unlawful_entry,15025
2015,VIC,Motor_vehicle_theft,15171
2015,VIC,Other_theft,121260
2016,VIC,Homicide_and_related_offences,113
2016,VIC,Murder,63
2016,VIC,Attempted_murder,47
2016,VIC,Manslaughter,3
2016,VIC,Assault,20048.51563
2016,VIC,Sexual_assault,5354
2016,VIC,Kidnapping_abduction,135
2016,VIC,Robbery,2995
2016,VIC,Armed_robbery,1923
2016,VIC,Unarmed_robbery,1073
2016,VIC,Blackmail_extortion,164
2016,VIC,Unlawful_entry_with_intent,52679
2016,VIC,Involving_the_taking_of_property,36197
2016,VIC,Other_unlawful_entry,16477
2016,VIC,Motor_vehicle_theft,18992
2016,VIC,Other_theft,140124
2017,VIC,Homicide_and_related_offences,145
2017,VIC,Murder,56
2017,VIC,Attempted_murder,71
2017,VIC,Manslaughter,16
2017,VIC,Assault,20048.51563
2017,VIC,Sexual_assault,6024
2017,VIC,Kidnapping_abduction,137
2017,VIC,Robbery,3127
2017,VIC,Armed_robbery,1885
2017,VIC,Unarmed_robbery,1244
2017,VIC,Blackmail_extortion,151
2017,VIC,Unlawful_entry_with_intent,44413
2017,VIC,Involving_the_taking_of_property,30160
2017,VIC,Other_unlawful_entry,14250
2017,VIC,Motor_vehicle_theft,14803
2017,VIC,Other_theft,118510
2018,VIC,Homicide_and_related_offences,87
2018,VIC,Murder,52
2018,VIC,Attempted_murder,30
2018,VIC,Manslaughter,4
2018,VIC,Assault,20048.51563
2018,VIC,Sexual_assault,5911
2018,VIC,Kidnapping_abduction,122
2018,VIC,Robbery,2992
2018,VIC,Armed_robbery,1689
2018,VIC,Unarmed_robbery,1304
2018,VIC,Blackmail_extortion,194
2018,VIC,Unlawful_entry_with_intent,38587
2018,VIC,Involving_the_taking_of_property,26000
2018,VIC,Other_unlawful_entry,12585
2018,VIC,Motor_vehicle_theft,14782
2018,VIC,Other_theft,125334
2019,VIC,Homicide_and_related_offences,103
2019,VIC,Murder,56
2019,VIC,Attempted_murder,36
2019,VIC,Manslaughter,18
2019,VIC,Assault,20048.51563
2019,VIC,Sexual_assault,5779
2019,VIC,Kidnapping_abduction,156
2019,VIC,Robbery,3854
2019,VIC,Armed_robbery,2026
2019,VIC,Unarmed_robbery,1833
2019,VIC,Blackmail_extortion,200
2019,VIC,Unlawful_entry_with_intent,39760
2019,VIC,Involving_the_taking_of_property,26901
2019,VIC,Other_unlawful_entry,12857
2019,VIC,Motor_vehicle_theft,15899
2019,VIC,Other_theft,136727
2020,VIC,Homicide_and_related_offences,98
2020,VIC,Murder,65
2020,VIC,Attempted_murder,18
2020,VIC,Manslaughter,18
2020,VIC,Assault,20048.51563
2020,VIC,Sexual_assault,5513
2020,VIC,Kidnapping_abduction,142
2020,VIC,Robbery,2720
2020,VIC,Armed_robbery,1509
2020,VIC,Unarmed_robbery,1206
2020,VIC,Blackmail_extortion,198
2020,VIC,Unlawful_entry_with_intent,31286
2020,VIC,Involving_the_taking_of_property,20315
2020,VIC,Other_unlawful_entry,10970
2020,VIC,Motor_vehicle_theft,13412
2020,VIC,Other_theft,113436
2021,VIC,Homicide_and_related_offences,84
2021,VIC,Murder,49
2021,VIC,Attempted_murder,18
2021,VIC,Manslaughter,18
2021,VIC,Assault,20048.51563
2021,VIC,Sexual_assault,6164
2021,VIC,Kidnapping_abduction,146
2021,VIC,Robbery,2381
2021,VIC,Armed_robbery,1353
2021,VIC,Unarmed_robbery,1030
2021,VIC,Blackmail_extortion,229
2021,VIC,Unlawful_entry_with_intent,29716
2021,VIC,Involving_the_taking_of_property,18920
2021,VIC,Other_unlawful_entry,10791
2021,VIC,Motor_vehicle_theft,12132
2021,VIC,Other_theft,106776
1993,QLD,Homicide_and_related_offences,199
1993,QLD,Murder,44
1993,QLD,Attempted_murder,145
1993,QLD,Manslaughter,6
1993,QLD,Assault,20048.51563
1993,QLD,Sexual_assault,2324
1993,QLD,Kidnapping_abduction,119
1993,QLD,Robbery,1940
1993,QLD,Armed_robbery,946
1993,QLD,Unarmed_robbery,994
1993,QLD,Blackmail_extortion,45
1993,QLD,Unlawful_entry_with_intent,75585
1993,QLD,Involving_the_taking_of_property,24772.54297
1993,QLD,Other_unlawful_entry,9363.290039
1993,QLD,Motor_vehicle_theft,15743
1993,QLD,Other_theft,67008.5625
1994,QLD,Homicide_and_related_offences,185
1994,QLD,Murder,42
1994,QLD,Attempted_murder,143
1994,QLD,Manslaughter,4
1994,QLD,Assault,20048.51563
1994,QLD,Sexual_assault,2006
1994,QLD,Kidnapping_abduction,85
1994,QLD,Robbery,1937
1994,QLD,Armed_robbery,863
1994,QLD,Unarmed_robbery,1072
1994,QLD,Blackmail_extortion,33
1994,QLD,Unlawful_entry_with_intent,73400
1994,QLD,Involving_the_taking_of_property,24772.54297
1994,QLD,Other_unlawful_entry,9363.290039
1994,QLD,Motor_vehicle_theft,16526
1994,QLD,Other_theft,67008.5625
1995,QLD,Homicide_and_related_offences,193
1995,QLD,Murder,66
1995,QLD,Attempted_murder,122
1995,QLD,Manslaughter,7
1995,QLD,Assault,20048.51563
1995,QLD,Sexual_assault,2503
1995,QLD,Kidnapping_abduction,76
1995,QLD,Robbery,1982
1995,QLD,Armed_robbery,890
1995,QLD,Unarmed_robbery,1091
1995,QLD,Blackmail_extortion,53
1995,QLD,Unlawful_entry_with_intent,67542
1995,QLD,Involving_the_taking_of_property,51699
1995,QLD,Other_unlawful_entry,15845
1995,QLD,Motor_vehicle_theft,18415
1995,QLD,Other_theft,84952
1996,QLD,Homicide_and_related_offences,212
1996,QLD,Murder,64
1996,QLD,Attempted_murder,137
1996,QLD,Manslaughter,10
1996,QLD,Assault,20048.51563
1996,QLD,Sexual_assault,3032
1996,QLD,Kidnapping_abduction,68
1996,QLD,Robbery,2129
1996,QLD,Armed_robbery,911
1996,QLD,Unarmed_robbery,1219
1996,QLD,Blackmail_extortion,92
1996,QLD,Unlawful_entry_with_intent,70849
1996,QLD,Involving_the_taking_of_property,52862
1996,QLD,Other_unlawful_entry,17983
1996,QLD,Motor_vehicle_theft,17273
1996,QLD,Other_theft,92023
1997,QLD,Homicide_and_related_offences,199
1997,QLD,Murder,74
1997,QLD,Attempted_murder,110
1997,QLD,Manslaughter,9
1997,QLD,Assault,20048.51563
1997,QLD,Sexual_assault,3334
1997,QLD,Kidnapping_abduction,108
1997,QLD,Robbery,2442
1997,QLD,Armed_robbery,1250
1997,QLD,Unarmed_robbery,1189
1997,QLD,Blackmail_extortion,82
1997,QLD,Unlawful_entry_with_intent,74441
1997,QLD,Involving_the_taking_of_property,56953
1997,QLD,Other_unlawful_entry,17489
1997,QLD,Motor_vehicle_theft,17060
1997,QLD,Other_theft,93389
1998,QLD,Homicide_and_related_offences,223
1998,QLD,Murder,64
1998,QLD,Attempted_murder,150
1998,QLD,Manslaughter,10
1998,QLD,Assault,20048.51563
1998,QLD,Sexual_assault,3484
1998,QLD,Kidnapping_abduction,98
1998,QLD,Robbery,2534
1998,QLD,Armed_robbery,1288
1998,QLD,Unarmed_robbery,1244
1998,QLD,Blackmail_extortion,75
1998,QLD,Unlawful_entry_with_intent,74590
1998,QLD,Involving_the_taking_of_property,56910
1998,QLD,Other_unlawful_entry,17685
1998,QLD,Motor_vehicle_theft,15691
1998,QLD,Other_theft,97387
1999,QLD,Homicide_and_related_offences,189
1999,QLD,Murder,67
1999,QLD,Attempted_murder,115
1999,QLD,Manslaughter,15
1999,QLD,Assault,20048.51563
1999,QLD,Sexual_assault,3552
1999,QLD,Kidnapping_abduction,93
1999,QLD,Robbery,2473
1999,QLD,Armed_robbery,1256
1999,QLD,Unarmed_robbery,1215
1999,QLD,Blackmail_extortion,72
1999,QLD,Unlawful_entry_with_intent,74186
1999,QLD,Involving_the_taking_of_property,56361
1999,QLD,Other_unlawful_entry,17830
1999,QLD,Motor_vehicle_theft,18247
1999,QLD,Other_theft,105171
2000,QLD,Homicide_and_related_offences,208
2000,QLD,Murder,75
2000,QLD,Attempted_murder,122
2000,QLD,Manslaughter,10
2000,QLD,Assault,20048.51563
2000,QLD,Sexual_assault,3755
2000,QLD,Kidnapping_abduction,98
2000,QLD,Robbery,2354
2000,QLD,Armed_robbery,1196
2000,QLD,Unarmed_robbery,1161
2000,QLD,Blackmail_extortion,66
2000,QLD,Unlawful_entry_with_intent,77282
2000,QLD,Involving_the_taking_of_property,24772.54297
2000,QLD,Other_unlawful_entry,9363.290039
2000,QLD,Motor_vehicle_theft,18626
2000,QLD,Other_theft,112316
2001,QLD,Homicide_and_related_offences,234
2001,QLD,Murder,66
2001,QLD,Attempted_murder,154
2001,QLD,Manslaughter,16
2001,QLD,Assault,20048.51563
2001,QLD,Sexual_assault,4087
2001,QLD,Kidnapping_abduction,75
2001,QLD,Robbery,2552
2001,QLD,Armed_robbery,1170
2001,QLD,Unarmed_robbery,1385
2001,QLD,Blackmail_extortion,87
2001,QLD,Unlawful_entry_with_intent,73725
2001,QLD,Involving_the_taking_of_property,55592
2001,QLD,Other_unlawful_entry,18135
2001,QLD,Motor_vehicle_theft,17466
2001,QLD,Other_theft,116820
2002,QLD,Homicide_and_related_offences,205
2002,QLD,Murder,58
2002,QLD,Attempted_murder,131
2002,QLD,Manslaughter,17
2002,QLD,Assault,20048.51563
2002,QLD,Sexual_assault,4800
2002,QLD,Kidnapping_abduction,74
2002,QLD,Robbery,2046
2002,QLD,Armed_robbery,885
2002,QLD,Unarmed_robbery,1161
2002,QLD,Blackmail_extortion,56
2002,QLD,Unlawful_entry_with_intent,68256
2002,QLD,Involving_the_taking_of_property,51657
2002,QLD,Other_unlawful_entry,16593
2002,QLD,Motor_vehicle_theft,15852
2002,QLD,Other_theft,116987
2003,QLD,Homicide_and_related_offences,179
2003,QLD,Murder,63
2003,QLD,Attempted_murder,112
2003,QLD,Manslaughter,3
2003,QLD,Assault,20048.51563
2003,QLD,Sexual_assault,3793
2003,QLD,Kidnapping_abduction,92
2003,QLD,Robbery,2067
2003,QLD,Armed_robbery,957
2003,QLD,Unarmed_robbery,1110
2003,QLD,Blackmail_extortion,62
2003,QLD,Unlawful_entry_with_intent,62562
2003,QLD,Involving_the_taking_of_property,47545
2003,QLD,Other_unlawful_entry,15014
2003,QLD,Motor_vehicle_theft,13332
2003,QLD,Other_theft,112298
2004,QLD,Homicide_and_related_offences,161
2004,QLD,Murder,55
2004,QLD,Attempted_murder,92
2004,QLD,Manslaughter,11
2004,QLD,Assault,20048.51563
2004,QLD,Sexual_assault,4257
2004,QLD,Kidnapping_abduction,111
2004,QLD,Robbery,1891
2004,QLD,Armed_robbery,854
2004,QLD,Unarmed_robbery,1035
2004,QLD,Blackmail_extortion,58
2004,QLD,Unlawful_entry_with_intent,56561
2004,QLD,Involving_the_taking_of_property,42583
2004,QLD,Other_unlawful_entry,13974
2004,QLD,Motor_vehicle_theft,12408
2004,QLD,Other_theft,100267
2005,QLD,Homicide_and_related_offences,134
2005,QLD,Murder,46
2005,QLD,Attempted_murder,85
2005,QLD,Manslaughter,3
2005,QLD,Assault,20048.51563
2005,QLD,Sexual_assault,4153
2005,QLD,Kidnapping_abduction,83
2005,QLD,Robbery,1906
2005,QLD,Armed_robbery,844
2005,QLD,Unarmed_robbery,1058
2005,QLD,Blackmail_extortion,59
2005,QLD,Unlawful_entry_with_intent,50673
2005,QLD,Involving_the_taking_of_property,37827
2005,QLD,Other_unlawful_entry,12849
2005,QLD,Motor_vehicle_theft,11302
2005,QLD,Other_theft,93389
2006,QLD,Homicide_and_related_offences,137
2006,QLD,Murder,57
2006,QLD,Attempted_murder,65
2006,QLD,Manslaughter,11
2006,QLD,Assault,20048.51563
2006,QLD,Sexual_assault,4604
2006,QLD,Kidnapping_abduction,57
2006,QLD,Robbery,1927
2006,QLD,Armed_robbery,927
2006,QLD,Unarmed_robbery,993
2006,QLD,Blackmail_extortion,78
2006,QLD,Unlawful_entry_with_intent,50553
2006,QLD,Involving_the_taking_of_property,37305
2006,QLD,Other_unlawful_entry,13246
2006,QLD,Motor_vehicle_theft,10190
2006,QLD,Other_theft,89364
2007,QLD,Homicide_and_related_offences,129
2007,QLD,Murder,50
2007,QLD,Attempted_murder,70
2007,QLD,Manslaughter,6
2007,QLD,Assault,20048.51563
2007,QLD,Sexual_assault,4376
2007,QLD,Kidnapping_abduction,71
2007,QLD,Robbery,1766
2007,QLD,Armed_robbery,747
2007,QLD,Unarmed_robbery,1016
2007,QLD,Blackmail_extortion,60
2007,QLD,Unlawful_entry_with_intent,44185
2007,QLD,Involving_the_taking_of_property,32068
2007,QLD,Other_unlawful_entry,12118
2007,QLD,Motor_vehicle_theft,9126
2007,QLD,Other_theft,77741
2008,QLD,Homicide_and_related_offences,128
2008,QLD,Murder,56
2008,QLD,Attempted_murder,70
2008,QLD,Manslaughter,0
2008,QLD,Assault,20048.51563
2008,QLD,Sexual_assault,4439
2008,QLD,Kidnapping_abduction,60
2008,QLD,Robbery,1805
2008,QLD,Armed_robbery,845
2008,QLD,Unarmed_robbery,958
2008,QLD,Blackmail_extortion,53
2008,QLD,Unlawful_entry_with_intent,44420
2008,QLD,Involving_the_taking_of_property,31719
2008,QLD,Other_unlawful_entry,12702
2008,QLD,Motor_vehicle_theft,8465
2008,QLD,Other_theft,77367
2009,QLD,Homicide_and_related_offences,136
2009,QLD,Murder,53
2009,QLD,Attempted_murder,72
2009,QLD,Manslaughter,10
2009,QLD,Assault,20048.51563
2009,QLD,Sexual_assault,4386
2009,QLD,Kidnapping_abduction,46
2009,QLD,Robbery,1994
2009,QLD,Armed_robbery,1003
2009,QLD,Unarmed_robbery,994
2009,QLD,Blackmail_extortion,63
2009,QLD,Unlawful_entry_with_intent,43523
2009,QLD,Involving_the_taking_of_property,30973
2009,QLD,Other_unlawful_entry,12553
2009,QLD,Motor_vehicle_theft,8290
2009,QLD,Other_theft,82325
2010,QLD,Homicide_and_related_offences,97
2010,QLD,Murder,48
2010,QLD,Attempted_murder,42
2010,QLD,Manslaughter,7
2010,QLD,Assault,20048.51563
2010,QLD,Sexual_assault,4239
2010,QLD,Kidnapping_abduction,68
2010,QLD,Robbery,1761
2010,QLD,Armed_robbery,770
2010,QLD,Unarmed_robbery,993
2010,QLD,Blackmail_extortion,46
2010,QLD,Unlawful_entry_with_intent,43256
2010,QLD,Involving_the_taking_of_property,31045
2010,QLD,Other_unlawful_entry,12207
2010,QLD,Motor_vehicle_theft,7943
2010,QLD,Other_theft,89272
2011,QLD,Homicide_and_related_offences,99
2011,QLD,Murder,43
2011,QLD,Attempted_murder,42
2011,QLD,Manslaughter,7
2011,QLD,Assault,20048.51563
2011,QLD,Sexual_assault,3899
2011,QLD,Kidnapping_abduction,71
2011,QLD,Robbery,1782
2011,QLD,Armed_robbery,886
2011,QLD,Unarmed_robbery,899
2011,QLD,Blackmail_extortion,44
2011,QLD,Unlawful_entry_with_intent,43600
2011,QLD,Involving_the_taking_of_property,30697
2011,QLD,Other_unlawful_entry,12909
2011,QLD,Motor_vehicle_theft,9189
2011,QLD,Other_theft,100744
2012,QLD,Homicide_and_related_offences,101
2012,QLD,Murder,48
2012,QLD,Attempted_murder,49
2012,QLD,Manslaughter,3
2012,QLD,Assault,20048.51563
2012,QLD,Sexual_assault,3913
2012,QLD,Kidnapping_abduction,58
2012,QLD,Robbery,2005
2012,QLD,Armed_robbery,1135
2012,QLD,Unarmed_robbery,870
2012,QLD,Blackmail_extortion,44
2012,QLD,Unlawful_entry_with_intent,46464
2012,QLD,Involving_the_taking_of_property,32044
2012,QLD,Other_unlawful_entry,14426
2012,QLD,Motor_vehicle_theft,11260
2012,QLD,Other_theft,106891
2013,QLD,Homicide_and_related_offences,92
2013,QLD,Murder,39
2013,QLD,Attempted_murder,49
2013,QLD,Manslaughter,10
2013,QLD,Assault,20048.51563
2013,QLD,Sexual_assault,4019
2013,QLD,Kidnapping_abduction,54
2013,QLD,Robbery,1786
2013,QLD,Armed_robbery,989
2013,QLD,Unarmed_robbery,801
2013,QLD,Blackmail_extortion,94
2013,QLD,Unlawful_entry_with_intent,41289
2013,QLD,Involving_the_taking_of_property,28052
2013,QLD,Other_unlawful_entry,13235
2013,QLD,Motor_vehicle_theft,10434
2013,QLD,Other_theft,101553
2014,QLD,Homicide_and_related_offences,113
2014,QLD,Murder,53
2014,QLD,Attempted_murder,58
2014,QLD,Manslaughter,4
2014,QLD,Assault,20048.51563
2014,QLD,Sexual_assault,4063
2014,QLD,Kidnapping_abduction,31
2014,QLD,Robbery,1360
2014,QLD,Armed_robbery,729
2014,QLD,Unarmed_robbery,629
2014,QLD,Blackmail_extortion,102
2014,QLD,Unlawful_entry_with_intent,33857
2014,QLD,Involving_the_taking_of_property,22760
2014,QLD,Other_unlawful_entry,11103
2014,QLD,Motor_vehicle_theft,8507
2014,QLD,Other_theft,97478
2015,QLD,Homicide_and_related_offences,101
2015,QLD,Murder,57
2015,QLD,Attempted_murder,48
2015,QLD,Manslaughter,5
2015,QLD,Assault,20048.51563
2015,QLD,Sexual_assault,4199
2015,QLD,Kidnapping_abduction,28
2015,QLD,Robbery,1380
2015,QLD,Armed_robbery,734
2015,QLD,Unarmed_robbery,644
2015,QLD,Blackmail_extortion,66
2015,QLD,Unlawful_entry_with_intent,32483
2015,QLD,Involving_the_taking_of_property,21884
2015,QLD,Other_unlawful_entry,10597
2015,QLD,Motor_vehicle_theft,8576
2015,QLD,Other_theft,98856
2016,QLD,Homicide_and_related_offences,114
2016,QLD,Murder,37
2016,QLD,Attempted_murder,76
2016,QLD,Manslaughter,8
2016,QLD,Assault,20048.51563
2016,QLD,Sexual_assault,4349
2016,QLD,Kidnapping_abduction,28
2016,QLD,Robbery,1615
2016,QLD,Armed_robbery,857
2016,QLD,Unarmed_robbery,765
2016,QLD,Blackmail_extortion,79
2016,QLD,Unlawful_entry_with_intent,34321
2016,QLD,Involving_the_taking_of_property,23044
2016,QLD,Other_unlawful_entry,11280
2016,QLD,Motor_vehicle_theft,10172
2016,QLD,Other_theft,110307
2017,QLD,Homicide_and_related_offences,90
2017,QLD,Murder,39
2017,QLD,Attempted_murder,46
2017,QLD,Manslaughter,3
2017,QLD,Assault,20048.51563
2017,QLD,Sexual_assault,4751
2017,QLD,Kidnapping_abduction,39
2017,QLD,Robbery,1845
2017,QLD,Armed_robbery,895
2017,QLD,Unarmed_robbery,952
2017,QLD,Blackmail_extortion,83
2017,QLD,Unlawful_entry_with_intent,37258
2017,QLD,Involving_the_taking_of_property,24585
2017,QLD,Other_unlawful_entry,12672
2017,QLD,Motor_vehicle_theft,11031
2017,QLD,Other_theft,115498
2018,QLD,Homicide_and_related_offences,78
2018,QLD,Murder,41
2018,QLD,Attempted_murder,35
2018,QLD,Manslaughter,7
2018,QLD,Assault,20048.51563
2018,QLD,Sexual_assault,4849
2018,QLD,Kidnapping_abduction,31
2018,QLD,Robbery,2195
2018,QLD,Armed_robbery,1086
2018,QLD,Unarmed_robbery,1107
2018,QLD,Blackmail_extortion,87
2018,QLD,Unlawful_entry_with_intent,38833
2018,QLD,Involving_the_taking_of_property,25690
2018,QLD,Other_unlawful_entry,13146
2018,QLD,Motor_vehicle_theft,12678
2018,QLD,Other_theft,127179
2019,QLD,Homicide_and_related_offences,103
2019,QLD,Murder,47
2019,QLD,Attempted_murder,48
2019,QLD,Manslaughter,3
2019,QLD,Assault,20048.51563
2019,QLD,Sexual_assault,4859
2019,QLD,Kidnapping_abduction,59
2019,QLD,Robbery,2621
2019,QLD,Armed_robbery,1334
2019,QLD,Unarmed_robbery,1286
2019,QLD,Blackmail_extortion,96
2019,QLD,Unlawful_entry_with_intent,41912
2019,QLD,Involving_the_taking_of_property,27391
2019,QLD,Other_unlawful_entry,14521
2019,QLD,Motor_vehicle_theft,14466
2019,QLD,Other_theft,136877
2020,QLD,Homicide_and_related_offences,95
2020,QLD,Murder,46
2020,QLD,Attempted_murder,38
2020,QLD,Manslaughter,10
2020,QLD,Assault,20048.51563
2020,QLD,Sexual_assault,5120
2020,QLD,Kidnapping_abduction,34
2020,QLD,Robbery,2219
2020,QLD,Armed_robbery,1065
2020,QLD,Unarmed_robbery,1146
2020,QLD,Blackmail_extortion,67
2020,QLD,Unlawful_entry_with_intent,37359
2020,QLD,Involving_the_taking_of_property,23647
2020,QLD,Other_unlawful_entry,13709
2020,QLD,Motor_vehicle_theft,13758
2020,QLD,Other_theft,107134
2021,QLD,Homicide_and_related_offences,82
2021,QLD,Murder,39
2021,QLD,Attempted_murder,34
2021,QLD,Manslaughter,5
2021,QLD,Assault,20048.51563
2021,QLD,Sexual_assault,6891
2021,QLD,Kidnapping_abduction,26
2021,QLD,Robbery,2483
2021,QLD,Armed_robbery,1138
2021,QLD,Unarmed_robbery,1344
2021,QLD,Blackmail_extortion,93
2021,QLD,Unlawful_entry_with_intent,38909
2021,QLD,Involving_the_taking_of_property,23423
2021,QLD,Other_unlawful_entry,15484
2021,QLD,Motor_vehicle_theft,14510
2021,QLD,Other_theft,112379
1993,SA,Homicide_and_related_offences,88
1993,SA,Murder,30
1993,SA,Attempted_murder,53
1993,SA,Manslaughter,8
1993,SA,Assault,20048.51563
1993,SA,Sexual_assault,1574
1993,SA,Kidnapping_abduction,78
1993,SA,Robbery,1705
1993,SA,Armed_robbery,492
1993,SA,Unarmed_robbery,1213
1993,SA,Blackmail_extortion,24
1993,SA,Unlawful_entry_with_intent,41582
1993,SA,Involving_the_taking_of_property,24772.54297
1993,SA,Other_unlawful_entry,9363.290039
1993,SA,Motor_vehicle_theft,10289
1993,SA,Other_theft,67008.5625
1994,SA,Homicide_and_related_offences,62
1994,SA,Murder,28
1994,SA,Attempted_murder,39
1994,SA,Manslaughter,0
1994,SA,Assault,20048.51563
1994,SA,Sexual_assault,1478
1994,SA,Kidnapping_abduction,72
1994,SA,Robbery,1513
1994,SA,Armed_robbery,469
1994,SA,Unarmed_robbery,1051
1994,SA,Blackmail_extortion,18
1994,SA,Unlawful_entry_with_intent,35822
1994,SA,Involving_the_taking_of_property,24772.54297
1994,SA,Other_unlawful_entry,9363.290039
1994,SA,Motor_vehicle_theft,9351
1994,SA,Other_theft,67008.5625
1995,SA,Homicide_and_related_offences,63
1995,SA,Murder,20
1995,SA,Attempted_murder,39
1995,SA,Manslaughter,0
1995,SA,Assault,13454
1995,SA,Sexual_assault,1357
1995,SA,Kidnapping_abduction,81
1995,SA,Robbery,1462
1995,SA,Armed_robbery,366
1995,SA,Unarmed_robbery,1094
1995,SA,Blackmail_extortion,15
1995,SA,Unlawful_entry_with_intent,30663
1995,SA,Involving_the_taking_of_property,25097
1995,SA,Other_unlawful_entry,5559
1995,SA,Motor_vehicle_theft,9972
1995,SA,Other_theft,50875
1996,SA,Homicide_and_related_offences,50
1996,SA,Murder,22
1996,SA,Attempted_murder,30
1996,SA,Manslaughter,4
1996,SA,Assault,13266
1996,SA,Sexual_assault,1360
1996,SA,Kidnapping_abduction,38
1996,SA,Robbery,1337
1996,SA,Armed_robbery,338
1996,SA,Unarmed_robbery,992
1996,SA,Blackmail_extortion,16
1996,SA,Unlawful_entry_with_intent,29984
1996,SA,Involving_the_taking_of_property,24152
1996,SA,Other_unlawful_entry,5829
1996,SA,Motor_vehicle_theft,8449
1996,SA,Other_theft,49169
1997,SA,Homicide_and_related_offences,58
1997,SA,Murder,24
1997,SA,Attempted_murder,36
1997,SA,Manslaughter,5
1997,SA,Assault,13729
1997,SA,Sexual_assault,1219
1997,SA,Kidnapping_abduction,36
1997,SA,Robbery,1220
1997,SA,Armed_robbery,372
1997,SA,Unarmed_robbery,850
1997,SA,Blackmail_extortion,21
1997,SA,Unlawful_entry_with_intent,27867
1997,SA,Involving_the_taking_of_property,22735
1997,SA,Other_unlawful_entry,5127
1997,SA,Motor_vehicle_theft,8061
1997,SA,Other_theft,47134
1998,SA,Homicide_and_related_offences,54
1998,SA,Murder,26
1998,SA,Attempted_murder,28
1998,SA,Manslaughter,0
1998,SA,Assault,14886
1998,SA,Sexual_assault,1307
1998,SA,Kidnapping_abduction,30
1998,SA,Robbery,1672
1998,SA,Armed_robbery,639
1998,SA,Unarmed_robbery,1027
1998,SA,Blackmail_extortion,16
1998,SA,Unlawful_entry_with_intent,32743
1998,SA,Involving_the_taking_of_property,26783
1998,SA,Other_unlawful_entry,5963
1998,SA,Motor_vehicle_theft,10980
1998,SA,Other_theft,54640
1999,SA,Homicide_and_related_offences,77
1999,SA,Murder,40
1999,SA,Attempted_murder,37
1999,SA,Manslaughter,0
1999,SA,Assault,13862
1999,SA,Sexual_assault,1319
1999,SA,Kidnapping_abduction,38
1999,SA,Robbery,1471
1999,SA,Armed_robbery,529
1999,SA,Unarmed_robbery,945
1999,SA,Blackmail_extortion,25
1999,SA,Unlawful_entry_with_intent,33971
